js_vx_desire,js_vy_desire,js_OmegaZ_desire,global_x,global_y,global_yaw
1,0,-0.0475633,14.3252,6.9402,3.00036
1,0,-0.0475633,14.3109,6.94247,3.00155
1,0,-0.0475633,14.2966,6.94409,3.00142
1,0,-0.0475633,14.2818,6.9452,3.00066
1,0,-0.0475633,14.2662,6.94585,3.00054
1,0,-0.0475633,14.25,6.94613,3.0005
1,0,-0.0475633,14.2334,6.94622,3.00097
1,0,-0.0475633,14.2165,6.94624,3.00311
1,0,0.334528,14.1991,6.94617,3.00692
1,0,0.334528,14.1809,6.94602,3.01391
1,0,0.334528,14.1618,6.94586,3.02417
1,0,0.334528,14.1416,6.94589,3.03462
1,0,0.334528,14.1203,6.94643,3.04238
1,0,0.334528,14.0978,6.94699,3.04698
1,0,0.334528,14.0758,6.94588,3.05385
1,0,0.334528,14.0542,6.94602,3.0585
1,0,0.334528,14.0325,6.94721,3.06097
1,0,0.334528,14.0118,6.94808,3.06249
1,0,0.334528,13.9924,6.94804,3.0637
1,0,0.334528,13.9744,6.94742,3.06562
1,0,-0.617961,13.9574,6.94668,3.06804
1,0,-0.617961,13.9408,6.94631,3.06427
1,0,-0.617961,13.9241,6.94653,3.0506
1,0,-0.617961,13.9073,6.94722,3.03152
1,0,-0.617961,13.8903,6.9483,3.01158
1,0,-0.617961,13.8734,6.94988,2.99367
1,0,-0.617961,13.8572,6.95193,2.97974
1,0,-0.617961,13.842,6.95445,2.96934
1,0,-0.617961,13.8273,6.95758,2.9602
1,0,-0.617961,13.8122,6.96155,2.95033
1,0,-0.617961,13.7961,6.96666,2.9394
1,0,0.641421,13.7787,6.97298,2.92853
1,0,0.641421,13.7601,6.97997,2.92866
1,0,0.641421,13.7402,6.98673,2.94524
1,0,0.641421,13.7195,6.99267,2.97143
1,0,0.641421,13.6989,6.99783,2.9993
1,0,0.641421,13.6791,7.00298,3.01938
1,0,0.641421,13.6625,7.00885,3.02409
1,0,0.350175,13.6474,7.01439,3.03006
1,0,0.350175,13.6334,7.01904,3.03831
1,0,0.350175,13.62,7.02285,3.04687
1,0,0.350175,13.6067,7.02605,3.05491
1,0,0.350175,13.5928,7.02865,3.06311
1,0,0.350175,13.5784,7.03058,3.07023
1,0,0.350175,13.564,7.03194,3.07539
1,0,0.350175,13.5496,7.03286,3.07924
1,0,0.350175,13.5349,7.03345,3.08327
1,0,0.350175,13.52,7.03369,3.08844
1,0,0.350175,13.5045,7.03356,3.09473
1,0,0.350175,13.4882,7.03304,3.10155
1,0,-0.131208,13.4709,7.0322,3.10776
1,0,-0.131208,13.4525,7.03128,3.10831
1,0,-0.131208,13.4328,7.03078,3.10086
1,0,-0.131208,13.4117,7.03097,3.08917
1,0,-0.131208,13.3916,7.02923,3.08524
1,0,-0.131208,13.3711,7.02925,3.0802
1,0,-0.131208,13.3508,7.03005,3.07603
1,0,-0.131208,13.3317,7.03047,3.07616
1,0,-0.131208,13.314,7.03026,3.07702
1,0,-0.131208,13.2977,7.02969,3.07545
1,0,0.735254,13.2824,7.02917,3.07111
1,0,0.735254,13.2676,7.02879,3.07098
1,0,0.735254,13.2528,7.02866,3.07913
1,0,0.735254,13.2377,7.02907,3.09187
1,0,0.735254,13.222,7.0302,3.10447
1,0,0.735254,13.206,7.03207,3.11407
1,0,0.735254,13.19,7.03447,3.12066
1,0,0.735254,13.174,7.03722,3.12549
1,0,0.735254,13.1578,7.04034,3.13043
